Config,Seed,Step,Score
only_tn,69,49999,9.466666666666667
only_tn,69,54999,9.133333333333333
only_tn,69,59999,9.133333333333333
only_tn,69,64999,9.466666666666667
only_tn,69,69999,9.333333333333334
only_tn,69,74999,9.466666666666667
only_tn,69,79999,8.933333333333334
only_tn,69,84999,9.3
only_tn,69,89999,9.233333333333333
only_tn,69,94999,9.333333333333334
only_tn,69,99999,9.233333333333333
only_tn,69,104999,9.366666666666667
only_tn,69,109999,9.166666666666666
only_tn,69,114999,9.433333333333334
only_tn,69,119999,9.3
only_tn,69,124999,9.4
only_tn,69,129999,9.6
only_tn,69,134999,9.1
only_tn,69,139999,9.433333333333334
only_tn,69,144999,9.466666666666667
only_tn,69,149999,9.233333333333333
only_tn,69,154999,9.633333333333333
only_tn,69,159999,9.566666666666666
only_tn,69,164999,9.433333333333334
only_tn,69,169999,9.433333333333334
only_tn,69,174999,9.433333333333334
only_tn,69,179999,9.233333333333333
only_tn,69,184999,9.3
only_tn,69,189999,9.033333333333333
only_tn,69,194999,9.5
only_tn,69,199999,9.266666666666667
only_tn,69,204999,9.366666666666667
only_tn,69,209999,9.3
only_tn,69,214999,9.266666666666667
only_tn,69,219999,9.166666666666666
only_tn,69,224999,9.333333333333334
only_tn,69,229999,9.433333333333334
only_tn,69,234999,9.433333333333334
only_tn,69,239999,9.333333333333334
only_tn,69,244999,9.333333333333334
only_tn,69,249999,9.433333333333334
only_tn,69,254999,9.4
only_tn,69,259999,9.233333333333333
only_tn,69,264999,9.233333333333333
only_tn,69,269999,8.933333333333334
only_tn,69,274999,9.2
only_tn,69,279999,9.4
only_tn,69,284999,9.333333333333334
only_tn,69,289999,9.266666666666667
only_tn,69,294999,9.466666666666667
only_tn,69,299999,9.366666666666667
only_tn,69,304999,9.433333333333334
only_tn,69,309999,9.3
only_tn,69,314999,9.2
only_tn,69,319999,9.333333333333334
only_tn,69,324999,9.2
only_tn,69,329999,9.366666666666667
only_tn,69,334999,9.433333333333334
only_tn,69,339999,9.2
only_tn,69,344999,9.133333333333333
only_tn,69,349999,9.366666666666667
only_tn,69,354999,9.366666666666667
only_tn,69,359999,9.233333333333333
only_tn,69,364999,9.4
only_tn,69,369999,9.266666666666667
only_tn,69,374999,9.233333333333333
only_tn,69,379999,9.366666666666667
only_tn,69,384999,9.366666666666667
only_tn,69,389999,9.333333333333334
only_tn,69,394999,9.433333333333334
only_tn,69,399999,9.3
only_tn,69,404999,9.4
only_tn,69,409999,9.233333333333333
only_tn,69,414999,9.466666666666667
only_tn,69,419999,9.3
only_tn,69,424999,9.3
only_tn,69,429999,9.3
only_tn,69,434999,9.366666666666667
only_tn,69,439999,9.366666666666667
only_tn,69,444999,9.5
only_tn,69,449999,9.5
only_tn,69,454999,9.2
only_tn,69,459999,9.266666666666667
only_tn,69,464999,9.433333333333334
only_tn,69,469999,9.433333333333334
only_tn,69,474999,9.333333333333334
only_tn,69,479999,9.366666666666667
only_tn,69,484999,9.4
only_tn,69,489999,9.333333333333334
only_tn,69,494999,9.233333333333333
only_tn,69,499999,9.266666666666667
only_tn,69,504999,9.466666666666667
only_tn,69,509999,9.1
only_tn,69,514999,9.133333333333333
only_tn,69,519999,9.4
only_tn,69,524999,9.4
only_tn,69,529999,9.2
only_tn,69,534999,9.5
only_tn,69,539999,9.4
only_tn,69,544999,9.4
only_tn,69,549999,9.366666666666667
only_tn,69,554999,9.166666666666666
only_tn,69,559999,9.5
only_tn,69,564999,9.333333333333334
only_tn,69,569999,9.166666666666666
only_tn,69,574999,9.366666666666667
only_tn,69,579999,9.566666666666666
only_tn,69,584999,9.3
only_tn,69,589999,9.3
only_tn,69,594999,9.633333333333333
only_tn,69,599999,9.3
only_tn,69,604999,9.3
only_tn,69,609999,9.066666666666666
only_tn,69,614999,9.366666666666667
only_tn,69,619999,9.133333333333333
only_tn,69,624999,9.433333333333334
only_tn,69,629999,9.433333333333334
only_tn,69,634999,9.233333333333333
only_tn,69,639999,9.3
only_tn,69,644999,9.566666666666666
only_tn,69,649999,9.366666666666667
only_tn,69,654999,9.366666666666667
only_tn,69,659999,9.433333333333334
only_tn,69,664999,9.233333333333333
only_tn,69,669999,9.3
only_tn,69,674999,9.4
only_tn,69,679999,9.566666666666666
only_tn,69,684999,9.333333333333334
only_tn,69,689999,9.266666666666667
only_tn,69,694999,9.466666666666667
only_tn,69,699999,9.233333333333333
only_tn,69,704999,9.533333333333333
only_tn,69,709999,9.466666666666667
only_tn,69,714999,9.266666666666667
only_tn,69,719999,9.333333333333334
only_tn,69,724999,9.366666666666667
only_tn,69,729999,9.3
only_tn,69,734999,9.4
only_tn,69,739999,9.3
only_tn,69,744999,9.366666666666667
only_tn,69,749999,9.4
only_tn,69,754999,9.466666666666667
only_tn,69,759999,9.133333333333333
only_tn,69,764999,9.6
only_tn,69,769999,9.366666666666667
only_tn,69,774999,9.266666666666667
only_tn,69,779999,9.233333333333333
only_tn,69,784999,9.5
only_tn,69,789999,9.233333333333333
only_tn,69,794999,9.233333333333333
only_tn,69,799999,9.266666666666667
only_tn,69,804999,9.433333333333334
only_tn,69,809999,9.333333333333334
only_tn,69,814999,9.4
only_tn,69,819999,9.466666666666667
only_tn,69,824999,9.2
only_tn,69,829999,9.333333333333334
only_tn,69,834999,9.4
only_tn,69,839999,9.3
only_tn,69,844999,9.6
only_tn,69,849999,9.466666666666667
only_tn,69,854999,9.433333333333334
only_tn,69,859999,9.2
only_tn,69,864999,9.366666666666667
only_tn,69,869999,9.4
only_tn,69,874999,9.3
only_tn,69,879999,9.233333333333333
only_tn,69,884999,9.333333333333334
only_tn,69,889999,9.266666666666667
only_tn,69,894999,9.533333333333333
only_tn,69,899999,9.2
only_tn,69,904999,9.4
only_tn,69,909999,9.3
only_tn,69,914999,9.1
only_tn,69,919999,9.3
only_tn,69,924999,9.333333333333334
only_tn,69,929999,9.533333333333333
only_tn,69,934999,9.466666666666667
only_tn,69,939999,9.266666666666667
only_tn,69,944999,9.633333333333333
only_tn,69,949999,9.366666666666667
only_tn,69,954999,9.4
only_tn,69,959999,9.533333333333333
only_tn,69,964999,9.433333333333334
only_tn,69,969999,9.533333333333333
only_tn,69,974999,9.2
only_tn,69,979999,9.566666666666666
only_tn,69,984999,9.266666666666667
only_tn,69,989999,9.466666666666667
only_tn,69,994999,9.3
only_tn,69,999999,9.166666666666666
only_tn,666,4999,9.4
only_tn,666,9999,9.433333333333334
only_tn,666,14999,9.866666666666667
only_tn,666,19999,10.333333333333334
only_tn,666,24999,9.266666666666667
only_tn,666,29999,9.333333333333334
only_tn,666,34999,9.133333333333333
only_tn,666,39999,9.333333333333334
only_tn,666,44999,9.633333333333333
only_tn,666,49999,9.466666666666667
only_tn,666,54999,9.233333333333333
only_tn,666,59999,9.366666666666667
only_tn,666,64999,9.266666666666667
only_tn,666,69999,9.266666666666667
only_tn,666,74999,9.1
only_tn,666,79999,9.466666666666667
only_tn,666,84999,9.4
only_tn,666,89999,9.166666666666666
only_tn,666,94999,9.633333333333333
only_tn,666,99999,9.566666666666666
only_tn,666,104999,9.333333333333334
only_tn,666,109999,9.3
only_tn,666,114999,9.166666666666666
only_tn,666,119999,9.3
only_tn,666,124999,9.4
only_tn,666,129999,9.466666666666667
only_tn,666,134999,9.366666666666667
only_tn,666,139999,9.6
only_tn,666,144999,9.4
only_tn,666,149999,9.666666666666666
only_tn,666,154999,9.333333333333334
only_tn,666,159999,9.433333333333334
only_tn,666,164999,19.933333333333334
only_tn,666,169999,9.266666666666667
only_tn,666,174999,9.6
only_tn,666,179999,9.5
only_tn,666,184999,9.366666666666667
only_tn,666,189999,9.3
only_tn,666,194999,9.4
only_tn,666,199999,9.166666666666666
only_tn,666,204999,9.433333333333334
only_tn,666,209999,9.233333333333333
only_tn,666,214999,9.5
only_tn,666,219999,9.433333333333334
only_tn,666,224999,9.533333333333333
only_tn,666,229999,9.266666666666667
only_tn,666,234999,9.433333333333334
only_tn,666,239999,9.366666666666667
only_tn,666,244999,9.366666666666667
only_tn,666,249999,9.4
only_tn,666,254999,9.333333333333334
only_tn,666,259999,9.3
only_tn,666,264999,9.433333333333334
only_tn,666,269999,9.4
only_tn,666,274999,9.4
only_tn,666,279999,9.266666666666667
only_tn,666,284999,9.066666666666666
only_tn,666,289999,9.533333333333333
only_tn,666,294999,9.3
only_tn,666,299999,9.166666666666666
only_tn,666,304999,9.366666666666667
only_tn,666,309999,9.166666666666666
only_tn,666,314999,9.2
only_tn,666,319999,9.233333333333333
only_tn,666,324999,9.433333333333334
only_tn,666,329999,9.1
only_tn,666,334999,9.366666666666667
only_tn,666,339999,9.133333333333333
only_tn,666,344999,9.266666666666667
only_tn,666,349999,9.166666666666666
only_tn,666,354999,9.466666666666667
only_tn,666,359999,9.266666666666667
only_tn,666,364999,9.333333333333334
only_tn,666,369999,9.566666666666666
only_tn,666,374999,9.4
only_tn,666,379999,9.4
only_tn,666,384999,9.266666666666667
only_tn,666,389999,9.466666666666667
only_tn,666,394999,9.333333333333334
only_tn,666,399999,9.533333333333333
only_tn,666,404999,9.433333333333334
only_tn,666,409999,9.666666666666666
only_tn,666,414999,9.733333333333333
only_tn,666,419999,9.666666666666666
only_tn,666,424999,9.1
only_tn,666,429999,9.366666666666667
only_tn,666,434999,9.333333333333334
only_tn,666,439999,9.466666666666667
only_tn,666,444999,9.3
only_tn,666,449999,9.433333333333334
only_tn,666,454999,9.4
only_tn,666,459999,9.466666666666667
only_tn,666,464999,9.2
only_tn,666,469999,9.366666666666667
only_tn,666,474999,9.2
only_tn,666,479999,9.266666666666667
only_tn,666,484999,9.366666666666667
only_tn,666,489999,9.133333333333333
only_tn,666,494999,9.333333333333334
only_tn,666,499999,9.6
only_tn,666,504999,9.533333333333333
only_tn,666,509999,9.2
only_tn,666,514999,9.4
only_tn,666,519999,9.5
only_tn,666,524999,9.3
only_tn,666,529999,9.2
only_tn,666,534999,9.366666666666667
only_tn,666,539999,9.366666666666667
only_tn,666,544999,9.2
only_tn,666,549999,9.366666666666667
only_tn,666,554999,9.4
only_tn,666,559999,9.433333333333334
only_tn,666,564999,9.3
only_tn,666,569999,8.933333333333334
only_tn,666,574999,9.333333333333334
only_tn,666,579999,9.2
only_tn,666,584999,9.233333333333333
only_tn,666,589999,9.233333333333333
only_tn,666,594999,9.366666666666667
only_tn,666,599999,9.266666666666667
only_tn,666,604999,9.433333333333334
only_tn,666,609999,9.333333333333334
only_tn,666,614999,9.2
only_tn,666,619999,9.6
only_tn,666,624999,9.633333333333333
only_tn,666,629999,9.3
only_tn,666,634999,9.266666666666667
only_tn,666,639999,9.4
only_tn,666,644999,9.333333333333334
only_tn,666,649999,9.5
only_tn,666,654999,9.333333333333334
only_tn,666,659999,9.3
only_tn,666,664999,9.466666666666667
only_tn,666,669999,9.366666666666667
only_tn,666,674999,9.433333333333334
only_tn,666,679999,9.6
only_tn,666,684999,9.466666666666667
only_tn,666,689999,9.466666666666667
only_tn,666,694999,9.5
only_tn,666,699999,9.533333333333333
only_tn,666,704999,9.533333333333333
only_tn,666,709999,9.233333333333333
only_tn,666,714999,9.4
only_tn,666,719999,9.366666666666667
only_tn,666,724999,9.266666666666667
only_tn,666,729999,9.166666666666666
only_tn,666,734999,9.2
only_tn,666,739999,9.2
only_tn,666,744999,9.233333333333333
only_tn,666,749999,9.233333333333333
only_tn,666,754999,9.366666666666667
only_tn,666,759999,9.5
only_tn,666,764999,9.6
only_tn,666,769999,9.266666666666667
only_tn,666,774999,9.5
only_tn,666,779999,9.466666666666667
only_tn,666,784999,9.366666666666667
only_tn,666,789999,9.266666666666667
only_tn,666,794999,9.5
only_tn,666,799999,9.3
only_tn,666,804999,9.433333333333334
only_tn,666,809999,9.333333333333334
only_tn,666,814999,9.366666666666667
only_tn,666,819999,9.4
only_tn,666,824999,9.633333333333333
only_tn,666,829999,9.1
only_tn,666,834999,9.4
only_tn,666,839999,9.266666666666667
only_tn,666,844999,9.266666666666667
only_tn,666,849999,9.466666666666667
only_tn,666,854999,9.466666666666667
only_tn,666,859999,9.633333333333333
only_tn,666,864999,9.3
only_tn,666,869999,9.466666666666667
only_tn,666,874999,9.2
only_tn,666,879999,9.3
only_tn,666,884999,9.266666666666667
only_tn,666,889999,9.366666666666667
only_tn,666,894999,9.533333333333333
only_tn,666,899999,9.333333333333334
only_tn,666,904999,9.333333333333334
only_tn,666,909999,9.266666666666667
only_tn,666,914999,9.3
only_tn,666,919999,9.466666666666667
only_tn,666,924999,9.266666666666667
only_tn,666,929999,9.4
only_tn,666,934999,9.4
only_tn,666,939999,9.433333333333334
only_tn,666,944999,9.466666666666667
only_tn,666,949999,9.466666666666667
only_tn,666,954999,9.366666666666667
only_tn,666,959999,9.2
only_tn,666,964999,9.233333333333333
only_tn,666,969999,9.233333333333333
only_tn,666,974999,9.5
only_tn,666,979999,9.233333333333333
only_tn,666,984999,9.066666666666666
only_tn,666,989999,9.233333333333333
only_tn,666,994999,9.433333333333334
only_tn,666,999999,9.4
only_tn,69420,4999,10.633333333333333
only_tn,69420,9999,12.9
only_tn,69420,14999,9.333333333333334
only_tn,69420,19999,9.3
only_tn,69420,24999,17.6
only_tn,69420,29999,8.933333333333334
only_tn,69420,34999,9.5
only_tn,69420,39999,12.433333333333334
only_tn,69420,44999,9.3
only_tn,69420,49999,9.366666666666667
only_tn,69420,54999,9.366666666666667
only_tn,69420,59999,10.466666666666667
only_tn,69420,64999,9.166666666666666
only_tn,69420,69999,9.233333333333333
only_tn,69420,74999,9.733333333333333
only_tn,69420,79999,24.066666666666666
only_tn,69420,84999,9.233333333333333
only_tn,69420,89999,9.4
only_tn,69420,94999,9.366666666666667
only_tn,69420,99999,9.4
only_tn,69420,104999,21.533333333333335
only_tn,69420,109999,9.4
only_tn,69420,114999,9.366666666666667
only_tn,69420,119999,9.366666666666667
only_tn,69420,124999,9.233333333333333
only_tn,69420,129999,9.366666666666667
only_tn,69420,134999,9.266666666666667
only_tn,69420,139999,9.466666666666667
only_tn,69420,144999,9.066666666666666
only_tn,69420,149999,29.6
only_tn,69420,154999,9.4
only_tn,69420,159999,9.433333333333334
only_tn,69420,164999,9.266666666666667
only_tn,69420,169999,9.0
only_tn,69420,174999,17.1
only_tn,69420,179999,9.433333333333334
only_tn,69420,184999,9.5
only_tn,69420,189999,9.433333333333334
only_tn,69420,194999,9.3
only_tn,69420,199999,9.4
only_tn,69420,204999,9.4
only_tn,69420,209999,9.566666666666666
only_tn,69420,214999,34.5
only_tn,69420,219999,9.533333333333333
only_tn,69420,224999,9.233333333333333
only_tn,69420,229999,9.3
only_tn,69420,234999,9.4
only_tn,69420,239999,9.533333333333333
only_tn,69420,244999,9.466666666666667
only_tn,69420,249999,9.466666666666667
only_tn,69420,254999,9.466666666666667
only_tn,69420,259999,9.233333333333333
only_tn,69420,264999,9.4
only_tn,69420,269999,9.5
only_tn,69420,274999,9.3
only_tn,69420,279999,9.4
only_tn,69420,284999,9.366666666666667
only_tn,69420,289999,9.233333333333333
only_tn,69420,294999,9.5
only_tn,69420,299999,9.4
only_tn,69420,304999,9.4
only_tn,69420,309999,9.5
only_tn,69420,314999,9.366666666666667
only_tn,69420,319999,9.3
only_tn,69420,324999,9.433333333333334
only_tn,69420,329999,9.466666666666667
only_tn,69420,334999,9.4
only_tn,69420,339999,9.533333333333333
only_tn,69420,344999,9.4
only_tn,69420,349999,9.433333333333334
only_tn,69420,354999,9.533333333333333
only_tn,69420,359999,9.166666666666666
only_tn,69420,364999,9.3
only_tn,69420,369999,28.333333333333332
only_tn,69420,374999,9.466666666666667
only_tn,69420,379999,9.266666666666667
only_tn,69420,384999,9.333333333333334
only_tn,69420,389999,9.4
only_tn,69420,394999,9.433333333333334
only_tn,69420,399999,9.233333333333333
only_tn,69420,404999,8.933333333333334
only_tn,69420,409999,9.3
only_tn,69420,414999,9.5
only_tn,69420,419999,9.066666666666666
only_tn,69420,424999,9.366666666666667
only_tn,69420,429999,9.333333333333334
only_tn,69420,434999,9.333333333333334
only_tn,69420,439999,9.4
only_tn,69420,444999,9.466666666666667
only_tn,69420,449999,9.666666666666666
only_tn,69420,454999,9.2
only_tn,69420,459999,9.233333333333333
only_tn,69420,464999,35.1
only_tn,69420,469999,9.566666666666666
only_tn,69420,474999,9.266666666666667
only_tn,69420,479999,9.4
only_tn,69420,484999,15.3
only_tn,69420,489999,9.266666666666667
only_tn,69420,494999,9.633333333333333
only_tn,69420,499999,9.166666666666666
only_tn,69420,504999,9.6
only_tn,69420,509999,9.466666666666667
only_tn,69420,514999,9.433333333333334
only_tn,69420,519999,9.466666666666667
only_tn,69420,524999,9.533333333333333
only_tn,69420,529999,9.5
only_tn,69420,534999,9.366666666666667
only_tn,69420,539999,9.333333333333334
only_tn,69420,544999,9.266666666666667
only_tn,69420,549999,9.533333333333333
only_tn,69420,554999,9.333333333333334
only_tn,69420,559999,9.0
only_tn,69420,564999,9.466666666666667
only_tn,69420,569999,9.4
only_tn,69420,574999,9.233333333333333
only_tn,69420,579999,9.266666666666667
only_tn,69420,584999,9.233333333333333
only_tn,69420,589999,9.333333333333334
only_tn,69420,594999,9.433333333333334
only_tn,69420,599999,9.366666666666667
only_tn,69420,604999,9.433333333333334
only_tn,69420,609999,9.066666666666666
only_tn,69420,614999,9.2
only_tn,69420,619999,9.466666666666667
only_tn,69420,624999,9.266666666666667
only_tn,69420,629999,9.5
only_tn,69420,634999,9.266666666666667
only_tn,69420,639999,9.133333333333333
only_tn,69420,644999,9.433333333333334
only_tn,69420,649999,9.466666666666667
only_tn,69420,654999,9.333333333333334
only_tn,69420,659999,11.866666666666667
only_tn,69420,664999,9.466666666666667
only_tn,69420,669999,9.3
only_tn,69420,674999,9.166666666666666
only_tn,69420,679999,9.633333333333333
only_tn,69420,684999,9.4
only_tn,69420,689999,9.366666666666667
only_tn,69420,694999,9.366666666666667
only_tn,69420,699999,9.3
only_tn,69420,704999,9.2
only_tn,69420,709999,9.166666666666666
only_tn,69420,714999,9.2
only_tn,69420,719999,9.2
only_tn,69420,724999,9.433333333333334
only_tn,69420,729999,9.366666666666667
only_tn,69420,734999,9.333333333333334
only_tn,69420,739999,9.366666666666667
only_tn,69420,744999,9.266666666666667
only_tn,69420,749999,9.233333333333333
only_tn,69420,754999,9.333333333333334
only_tn,69420,759999,9.133333333333333
only_tn,69420,764999,9.566666666666666
only_tn,69420,769999,9.1
only_tn,69420,774999,9.366666666666667
only_tn,69420,779999,9.266666666666667
only_tn,69420,784999,9.233333333333333
only_tn,69420,789999,9.433333333333334
only_tn,69420,794999,9.4
only_tn,69420,799999,9.4
only_tn,69420,804999,9.333333333333334
only_tn,69420,809999,9.533333333333333
only_tn,69420,814999,9.2
only_tn,69420,819999,9.466666666666667
only_tn,69420,824999,9.466666666666667
only_tn,69420,829999,9.3
only_tn,69420,834999,9.333333333333334
only_tn,69420,839999,9.366666666666667
only_tn,69420,844999,9.366666666666667
only_tn,69420,849999,9.266666666666667
only_tn,69420,854999,9.466666666666667
only_tn,69420,859999,9.366666666666667
only_tn,69420,864999,9.333333333333334
only_tn,69420,869999,9.366666666666667
only_tn,69420,874999,9.466666666666667
only_tn,69420,879999,9.466666666666667
only_tn,69420,884999,9.7
only_tn,69420,889999,9.3
only_tn,69420,894999,9.866666666666667
only_tn,69420,899999,9.433333333333334
only_tn,69420,904999,9.666666666666666
only_tn,69420,909999,9.366666666666667
only_tn,69420,914999,9.4
only_tn,69420,919999,9.4
only_tn,69420,924999,9.533333333333333
only_tn,69420,929999,9.533333333333333
only_tn,69420,934999,9.166666666666666
only_tn,69420,939999,9.333333333333334
only_tn,69420,944999,9.566666666666666
only_tn,69420,949999,9.6
only_tn,69420,954999,9.366666666666667
only_tn,69420,959999,9.533333333333333
only_tn,69420,964999,9.3
only_tn,69420,969999,9.566666666666666
only_tn,69420,974999,9.433333333333334
only_tn,69420,979999,9.5
only_tn,69420,984999,9.566666666666666
only_tn,69420,989999,9.466666666666667
only_tn,69420,994999,9.366666666666667
only_tn,69420,999999,9.066666666666666
only_tn,420,4999,10.133333333333333
only_tn,420,9999,9.366666666666667
only_tn,420,14999,9.3
only_tn,420,19999,10.766666666666667
only_tn,420,24999,10.066666666666666
only_tn,420,29999,9.266666666666667
only_tn,420,34999,14.9
only_tn,420,39999,9.466666666666667
only_tn,420,44999,9.466666666666667
only_tn,420,49999,9.233333333333333
only_tn,420,54999,9.4
only_tn,420,59999,9.333333333333334
only_tn,420,64999,9.333333333333334
only_tn,420,69999,9.533333333333333
only_tn,420,74999,66.63333333333334
only_tn,420,79999,9.466666666666667
only_tn,420,84999,9.366666666666667
only_tn,420,89999,9.366666666666667
only_tn,420,94999,9.2
only_tn,420,99999,9.166666666666666
only_tn,420,104999,9.3
only_tn,420,109999,9.266666666666667
only_tn,420,114999,9.2
only_tn,420,119999,9.366666666666667
